Latitude,Longitude,Typ,ID,Incident,Location,Offense,Ward,Precinct,Incident Date,Arrest
35.040589000000,-89.80722290000000,ot,3638132,1705000878SH,39XX Winter Run Cv,Doa/Natural,226,Raines,05/24/2017  11:41AM,
35.040974000000,-89.80565600000000,th,3614341,1704000520SH,39XX Gavick Dr,Mvt/Passenger Vehicle,226,Raines,04/14/2017  10:56AM,
35.041058700000,-89.80856720000000,bu,3632173,1705000531SH,39XX Autumn Harvest Ln,Burglary/Residential,226,Raines,05/14/2017   6:28PM,
35.041124870000,-89.81761683000000,bu,3611069,1704003880ME,73XX Shire Oaks Cv,Burglary/Non-Residential,924,Ridgeway,04/08/2017   6:24PM,
35.041150000000,-89.80515800000000,ot,3616486,1704000651SH,39XX Lipscomb Cv,Other Theft/Non-Specific,226,Raines,04/18/2017  11:39AM,
35.041344000000,-89.80577000000000,sa,3600351,1703000744SH,39XX Gavick Cv,Simple Assault/Dv,226,Raines,03/21/2017   9:29PM,1
35.041395450000,-89.81886473000000,th,3595912,1703006626ME,39XX Isleworth,Theft From Motor Vehicle,924,Ridgeway,03/14/2017   6:49AM,
35.041452962199,-89.81657776300000,ot,3638013,1705011435ME,74XX Woodshire Rd,Identity Theft + Other Theft/Non-Specific,924,Ridgeway,05/22/2017   1:46PM,
35.041452962199,-89.81657776300000,th,3596062,1703006805ME,74XX Woodshire,Theft From Motor Vehicle,924,Ridgeway,03/14/2017  12:22PM,
35.042665963845,-89.81947352100000,th,3595989,1703006723ME,73XX Eggleston,Theft From Motor Vehicle,924,Ridgeway,03/14/2017  10:12AM,
35.042904504490,-89.79983792920000,th,3593117,1703000296SH,38XX Tamarron Cir,Theft From Motor Vehicle,,,03/08/2017   6:38PM,
35.042987100000,-89.79908220000000,th,3590758,1703000120SH,38XX Inverness Drive,Theft From Motor Vehicle,226,Raines,03/04/2017   6:57PM,
35.042990000000,-89.81712900000002,th,3616107,1704008469ME,73XX Hollorn Ln,Theft From Motor Vehicle,924,Ridgeway,04/17/2017   5:32PM,
35.043174125150,-89.79966010990000,ro,3599755,1703000702SH,38XX Tamarron Cir,Robbery/Individual,002,,03/21/2017  12:08AM,1
35.043435200000,-89.80202180000000,aa,3601596,1703000792SH,78XX S Garden Manor,Aggravated Assault,226,Raines,03/22/2017  10:52PM,1
35.043435200000,-89.80202180000000,th,3599548,1703000684SH,76XX S Garden Manor Dr,Theft From Motor Vehicle,226,Raines,03/20/2017   3:16PM,
35.043609200000,-89.80192009999996,aa,3641204,1705001048SH,78XX S Garden Manor Dr,Aggravated Assault/Dv,,,05/29/2017   3:37PM,1
35.043609200000,-89.80192009999996,bu,3638628,1705000910SH,78XX S Garden Manor Dr,Burglary/Residential,,,05/25/2017  12:13AM,1
35.043930380000,-89.80275137000000,th,3634553,1705000652SH,78XX S Garden Manor Dr,Theft From Motor Vehicle,2,0,05/18/2017   9:57AM,
35.044101280000,-89.80226156000000,sa,3611362,1704000297SH,38XX Ginkgo Ln,Simple Assault,926,Ridgeway,04/09/2017   4:23PM,
35.044281670000,-89.82015675000000,sa,3617642,1704009793ME,73XX Newling Ln,Simple Assault/Dv,924,Ridgeway,04/19/2017   6:35PM,
35.044451000000,-89.81575300000000,ot,3590922,1703001533ME,38XX Kennings Dr,Credit Card/Atm Fraud,924,Ridgeway,03/03/2017   2:49PM,
35.044539400000,-89.83131709999998,sa,3610548,1704003526ME,38XX Riverdale,Simple Assault/Dv,924,Ridgeway,04/07/2017   8:26PM,1
35.044734312776,-89.80460800199990,bu,3620064,1704000873SH,38XX Pineview Rd,Burglary/Residential,,,04/24/2017  10:45AM,
35.044734312776,-89.80460800199990,th,3596943,1703000549SH,38XX Pineview Rd,Theft From Motor Vehicle,,,03/15/2017   9:18PM,
35.044856500000,-89.79994120000000,th,3612546,1704000394SH,78XX Capital Peak,Theft From Motor Vehicle,226,Raines,04/11/2017   2:08PM,
35.045183630000,-89.82561990000000,sa,3606027,1703015836ME,37XX W German Wood Ct,Simple Assault/Dv,924,Ridgeway,03/30/2017  10:59PM,1
35.045230800000,-89.80276590000000,ot,3614370,1704000522SH,77XX Centennial Dr,Intimidation,,,04/14/2017   1:09PM,
35.045634610000,-89.81947264000000,ot,3592767,1703003791ME,73XX Isherwood Rd,Identity Theft + Impersonation,924,Ridgeway,03/08/2017   8:42AM,
35.045657759138,-89.79756425090000,sh,3614011,1704006642ME,37XX Hacks Cross Rd,Shoplifting/Misdemeanor,926,Ridgeway,04/13/2017   7:04PM,1
35.045657759138,-89.79756425090000,th,3595394,1703006190ME,37XX Hacks Cross,Theft From Motor Vehicle,926,Ridgeway,03/13/2017   1:16PM,
35.045810200000,-89.79595540000003,ot,3636450,1705011034ME,37XX Hacks Cross,Intimidation,926,Ridgeway,05/21/2017   7:00PM,
35.045810200000,-89.79595540000003,th,3596742,1703007064ME,37XX Hacks Cross,Theft From Motor Vehicle,926,Ridgeway,03/14/2017   8:39PM,
35.045865000000,-89.82778000000002,th,3636464,1705011050ME,70XX Malco Crossing,Theft From Motor Vehicle,924,Ridgeway,05/21/2017   7:47PM,
35.046032580000,-89.79585511000000,th,3619538,1704011629ME,37XX Hacks Cross Rd,Theft From Motor Vehicle,926,Ridgeway,04/23/2017   8:51AM,
35.046138863272,-89.79480881330000,ot,3604290,1703013106ME,37XX Hacks Cross Rd,Theft Of Vehicle Parts/Accessories,926,Ridgeway,03/26/2017   2:54PM,
35.046138863289,-89.79480881320000,sa,3595204,1703005748ME,37XX Hacks Cross,Simple Assault/Dv,926,Ridgeway,03/12/2017  12:34PM,
35.046245900000,-89.79507600000000,dr,3633648,1705000592SH,37XX Hacks Cross,Drugs/Narcotics Violation/Felony,926,Ridgeway,05/16/2017   6:41PM,
35.046324000000,-89.79713500000003,ot,3611327,1704004245ME,37XX Hacks Cross,Theft Of Vehicle Parts/Accessories,926,Ridgeway,04/09/2017   5:40PM,
35.046446380000,-89.78468837000000,ro,3633439,1705007652ME,83XX Burning Tree Ln,Robbery/Individual,926,Ridgeway,05/15/2017   8:03PM,
35.046979720156,-89.79533991670000,bu,3620658,1704012544ME,37XX Hacks Cross,Burglary/Business,926,Ridgeway,04/24/2017  11:22PM,
35.047033000000,-89.82318400000000,ot,3599188,1703000516SH,72XX German Creek Park,Driving Under The Influence,924,Ridgeway,03/14/2017   8:44PM,1
35.047075000000,-89.80086299999999,th,3639698,1705000990SH,78XX Winchester Rd,Theft From Motor Vehicle,926,Ridgeway,05/26/2017   5:30PM,
35.047075000000,-89.80086299999999,sh,3630072,1705000391SH,78XX Winchester Rd,Shoplifting/Misdemeanor,926,Ridgeway,05/10/2017   3:48PM,
35.047075000000,-89.80086299999999,sh,3629156,1705000340SH,78XX Winchester Rd,Shoplifting/Misdemeanor,926,Ridgeway,05/09/2017   1:06PM,
35.047075000000,-89.80086299999999,sh,3625771,1705000095SH,78XX Winchester Rd,Shoplifting/Felony,926,Ridgeway,05/03/2017   9:23AM,
35.047075000000,-89.80086299999999,sh,3625029,1705000038SH,78XX Winchester Rd,Shoplifting/Misdemeanor,926,Ridgeway,05/02/2017   8:25AM,
35.047075000000,-89.80086299999999,sh,3620008,1704000866SH,78XX Winchester Rd,Shoplifting/Felony,926,Ridgeway,04/24/2017   7:50AM,
35.047075000000,-89.80086299999999,sh,3619998,1704000865SH,78XX Winchester Rd,Shoplifting/Misdemeanor,926,Ridgeway,04/24/2017   7:40AM,
35.047075000000,-89.80086299999999,ot,3619517,1704000835SH,78XX Winchester Rd,Theft From Semi-Trailer,926,Ridgeway,04/23/2017  10:11AM,
35.047075000000,-89.80086299999999,ot,3619510,1704000834SH,78XX Winchester Rd,Theft From Semi-Trailer,926,Ridgeway,04/23/2017   9:00AM,
35.047075000000,-89.80086299999999,ot,3619516,1704000832SH,78XX Winchester Rd,Theft From Semi-Trailer,926,Ridgeway,04/23/2017   8:37AM,
35.047075000000,-89.80086299999999,sh,3614319,1704000514SH,78XX Winchester Rd,Shoplifting/Misdemeanor,926,Ridgeway,04/14/2017   8:28AM,
35.047075000000,-89.80086299999999,sh,3614317,1704000513SH,78XX Winchester Rd,Shoplifting/Misdemeanor,926,Ridgeway,04/14/2017   8:21AM,
35.047075000000,-89.80086299999999,sh,3607848,1704000049SH,78XX Winchester Rd,Shoplifting/Felony,926,Ridgeway,04/03/2017   9:25AM,
35.047075000000,-89.80086299999999,sh,3605540,1703001083SH,78XX Winchester Rd,Shoplifting/Felony,926,Ridgeway,03/30/2017   9:01AM,
35.047075000000,-89.80086299999999,sh,3601944,1703000855SH,78XX Winchester Rd,Shoplifting/Misdemeanor,926,Ridgeway,03/24/2017  11:25AM,
35.047086591298,-89.82352607610000,bu,3608107,1704001113ME,36XX S Germantown,Burglary/Non-Residential,924,Ridgeway,04/03/2017   5:57PM,
35.047167960000,-89.82020774000000,bu,3601101,1703011298ME,73XX Palgrave Dr,Burglary/Residential,924,Ridgeway,03/22/2017   9:53PM,
35.047169500000,-89.83028000000002,sa,3626187,1704015599ME,37XX Malco Crossing,Simple Assault/Dv,924,Ridgeway,04/30/2017   6:45AM,1
35.047237400000,-89.82724830000000,th,3631304,1705006346ME,71XX Malco Crossing,Theft From Motor Vehicle,924,Ridgeway,05/12/2017   8:49PM,
35.047640000000,-89.81103400000000,sh,3640642,1705014867ME,75XX Winchester,Shoplifting/Misdemeanor,924,Ridgeway,05/28/2017   4:47PM,1
35.047640000000,-89.81103400000000,sh,3633609,1705008426ME,75XX Winchester,Shoplifting/Misdemeanor,924,Ridgeway,05/17/2017  12:41AM,1
35.047640000000,-89.81103400000000,ot,3630079,1705005073ME,75XX Winchester,Embezzlement,924,Ridgeway,05/10/2017   4:13PM,1
35.047640000000,-89.81103400000000,sa,3614399,1704006990ME,75XX Winchester,Simple Assault/Dv,924,Ridgeway,04/14/2017   1:45PM,
35.047656109781,-89.81150279520000,th,3594664,1703005527ME,75XX Winchester,Theft From Motor Vehicle,924,Ridgeway,03/11/2017   4:45PM,
35.047656109781,-89.81150279520000,th,3589245,1702014950ME,75XX Winchester Rd,Theft From Motor Vehicle,924,Ridgeway,03/01/2017  12:18AM,
35.047672000000,-89.82217700000001,bu,3603677,1703013119ME,36XX S Germantown Rd,Burglary/Non-Residential,924,Ridgeway,03/26/2017   3:31PM,
35.047789212033,-89.82816175010000,aa,3627775,1705003229ME,37XX Malco Way,Aggravated Assault,924,Ridgeway,05/07/2017   3:43AM,
35.047789212033,-89.82816175010000,ot,3622932,1704014748ME,37XX Malco Way,False Pretenses/Swindle/Confidence Game,924,Ridgeway,04/28/2017  12:14PM,
35.047789212033,-89.82816175010000,we,3619424,1704011536ME,37XX Malco Way,Weapon Law Violations/Misdemeanor + Drugs/Narcotics Violation/Misdemeanor,924,Ridgeway,04/23/2017  12:54AM,1
35.047789212033,-89.82816175010000,dr,3608174,1704001246ME,37XX Malco Way,Drugs/Narcotics Violation/Misdemeanor,924,Ridgeway,04/03/2017  11:05PM,1
35.047789212033,-89.82816175010000,sa,3607203,1704000465ME,37XX Malco Way,Simple Assault,924,Ridgeway,04/02/2017   7:17AM,1
35.047799341176,-89.79627790020000,sh,3623969,1704015687ME,80XX Winchester Rd,Shoplifting/Misdemeanor,926,Ridgeway,04/30/2017   1:13PM,
35.047799341176,-89.79627790020000,ot,3622466,1704014234ME,80XX Winchester Rd,Credit Card/Atm Fraud,926,Ridgeway,04/27/2017   3:15PM,
35.047936644730,-89.82315054940000,bu,3599529,1703009952ME,36XX S Germantown Rd,Burglary/Non-Residential,924,Ridgeway,03/20/2017   5:45PM,
35.048099472872,-89.79790014840000,ot,3631099,1705000465SH,79XX Winchester Rd,Intimidation,926,Ridgeway,05/12/2017  12:41PM,
35.048099472872,-89.79790014840000,ot,3627054,1705000193SH,79XX Winchester Rd,Theft Of Vehicle Parts/Accessories,926,Ridgeway,05/05/2017   2:27PM,
35.048225879386,-89.83781783050000,ro,3589757,1703001164ME,67XX Winchester,Robbery/Business,924,Ridgeway,03/02/2017   7:26PM,
35.048237940000,-89.78345790000000,ot,3626868,1705002411ME,84XX Winchester Rd,Other Theft/Non-Specific,926,Ridgeway,05/05/2017  11:00AM,
35.048283058949,-89.79903882470000,th,3631373,1705006407ME,79XX Winchester Rd,Theft From Motor Vehicle,926,Ridgeway,05/13/2017  12:34AM,
35.048283058949,-89.79903882470000,th,3621208,1704013190ME,79XX Winchester,Theft From Motor Vehicle,926,Ridgeway,04/25/2017   9:54PM,
35.048283058949,-89.79903882470000,th,3602821,1703012906ME,79XX Winchester Rd,Theft From Motor Vehicle,926,Ridgeway,03/25/2017  11:18PM,
35.048325980000,-89.79550988000000,aa,3598638,1703009136ME,Winchester & Hacks Cross,Aggravated Assault/Dv + Vandalism/Misdemeanor,926,Ridgeway,03/19/2017   1:25AM,
35.048340540000,-89.79551154000000,ot,3628536,1705003873ME,Winchester & Cargo,Identity Theft + Other Theft/Non-Specific,921,Ridgeway,05/08/2017   3:59PM,
35.048360511769,-89.80306773410000,th,3631722,1705006650ME,78XX Winchester,Theft From Motor Vehicle,926,Ridgeway,05/13/2017   3:28PM,
35.048360511769,-89.80306773410000,ot,3627357,1705002771ME,78XX Winchester Rd,False Pretenses/Swindle/Confidence Game,926,Ridgeway,05/06/2017  12:45AM,
35.048360511769,-89.80306773410000,ot,3607190,1704000371ME,78XX Winchester Rd,Other Theft/Non-Specific,926,Ridgeway,04/02/2017  12:37AM,
35.048375688942,-89.82394704860000,th,3627825,1705003221ME,71XX Winchester,Mvt/Passenger Vehicle,924,Ridgeway,05/07/2017   3:17AM,1
35.048375688942,-89.82394704860000,th,3628626,1705003075ME,71XX Winchester,Mvt/Passenger Vehicle,924,Ridgeway,05/06/2017   6:59PM,
35.048375688942,-89.82394704860000,sh,3624825,1705000521ME,71XX Winchester Rd,Shoplifting/Misdemeanor,924,Ridgeway,05/02/2017  12:12AM,
35.048375688942,-89.82394704860000,sh,3618970,1704011132ME,71XX Winchester,Shoplifting/Misdemeanor,924,Ridgeway,04/22/2017  12:15AM,
35.048375688942,-89.82394704860000,sh,3615484,1704007969ME,71XX Winchester Rd,Shoplifting/Misdemeanor,924,Ridgeway,04/16/2017   7:50PM,
