Latitude,Longitude,Typ,ID,Incident,Location,Offense,Ward,Precinct,Incident Date,Arrest
35.054047900000,-89.91173190000000,sa,3774516,1801004749ME,45XX Wooddale Ave,Simple Assault/Dv + Vandalism/Misdemeanor,325,Mt. Moriah,01/10/2018   7:44PM,
35.054069700000,-89.91367459999998,ot,3791608,1802005382ME,44XX Wooddale Ave,Intimidation/Dv,325,Mt. Moriah,02/11/2018   2:25AM,
35.054071900000,-89.91373590000000,ot,3792738,1802006410ME,44XX Wooddale Ave,Intimidation/Dv + Theft From Building,325,Mt. Moriah,02/13/2018  11:01AM,
35.054093215612,-89.91041578240000,dr,3791086,1802004824ME,34XX Knight Rd,Drugs/Narcotics Violation/Misdemeanor + Traffic/Misc. + Drugs/Narcotics Violation/Misdemeanor,325,Mt. Moriah,02/09/2018   6:55PM,1
35.054112900000,-89.91490440000000,ot,3769105,1712014278ME,44XX Wooddale St,Intimidation,325,Mt. Moriah,12/31/2017   4:07PM,
35.054137400000,-89.91558370000000,ot,3794923,1802008349ME,44XX Woodale Ave,Other Theft/Non-Specific,325,Mt. Moriah,02/16/2018  12:56PM,
35.054200000000,-89.90865400000001,ot,3758216,1712004439ME,34XX Chancellor St,Stalking/Dv + Obscene/Harassing Phone Calls/Dv,325,Mt. Moriah,12/09/2017   4:39PM,
35.054293830000,-89.91360788000000,bu,3789430,1802003282ME,44XX Wooddale Ave,Burglary/Residential,325,Mt. Moriah,02/07/2018  11:47AM,
35.054384030000,-89.91298049000000,sa,3786970,1802001321ME,34XX Austinwood Rd,Simple Assault,325,Mt. Moriah,02/03/2018   2:00PM,
35.054474240000,-89.90105151000000,sa,3795847,1802009116ME,34XX Stone St,Simple Assault/Dv,325,Mt. Moriah,02/18/2018   3:42PM,
35.054620800000,-89.91776500000000,ot,3768234,1712013536ME,34XX Easport Cv,Stalking/Dv,321,Mt. Moriah,12/29/2017   3:58PM,
35.054744850000,-89.90414892000000,th,3776964,1801006995ME,34XX Sophia St,Mvt/Passenger Vehicle,325,Mt. Moriah,01/17/2018   7:54AM,
35.054744850000,-89.90181870000000,ot,3769853,1801000599ME,34XX Luzon St,Intimidation,325,Mt. Moriah,01/02/2018   3:28PM,
35.054801061223,-89.91698034200000,sa,3769877,1801000524ME,34XX Woodhollow Dr,Simple Assault/Dv + Vandalism/Misdemeanor + Simple Assault/Dv,321,Mt. Moriah,01/02/2018   1:01PM,1
35.054835050000,-89.91034718000000,sa,3787673,1802001850ME,34XX Knight Rd,Simple Assault/Dv,325,Mt. Moriah,02/04/2018  10:25PM,
35.054835050000,-89.90799404000000,ot,3795002,1802008409ME,34XX S Perkins Rd,False Pretenses/Swindle/Confidence Game,325,Mt. Moriah,02/16/2018   3:24PM,
35.054907870000,-89.91680006000000,th,3777554,1801007517ME,34XX Woodholllow Rd,Mvt/Passenger Vehicle,321,Mt. Moriah,01/18/2018   8:10AM,
35.054958900000,-89.91107899999997,dr,3781820,1801011276ME,34XX Knight Rd,Drugs/Narcotics Violation/Felony,325,Mt. Moriah,01/25/2018   4:45PM,1
35.054990730245,-89.91192744800000,th,3774519,1801004780ME,34XX Dungreen St,Mvt/Passenger Vehicle,325,Mt. Moriah,01/10/2018   9:19PM,
35.055015460000,-89.91158477000000,sa,3796712,1802009843ME,34XX Dungreen St,Simple Assault/Dv,325,Mt. Moriah,02/20/2018   2:00AM,
35.055015460000,-89.91158477000000,ot,3796532,1802009761ME,34XX Dungreen Rd,Intimidation/Dv,325,Mt. Moriah,02/19/2018   9:18PM,
35.055015460000,-89.90671004000000,ot,3766362,1712011901ME,34XX Jenkins Rd,Missing Person,325,Mt. Moriah,12/25/2017   7:19PM,
35.055015460000,-89.90356966000000,ot,3796913,1802010078ME,34XX Sophia St,Missing Person,325,Mt. Moriah,02/20/2018   1:27PM,
35.055105670000,-89.91696083000000,aa,3778169,1801008058ME,34XX Wood Hollow Dr,Aggravated Assault/Dv,321,Mt. Moriah,01/19/2018  12:25PM,
35.055195870000,-89.91308363000000,bu,3775342,1801005539ME,34XX Austin Wood Rd,Burglary/Residential,325,Mt. Moriah,01/12/2018   4:07PM,
35.055195870000,-89.90704408000000,aa,3770610,1801001276ME,34XX S Perkins Rd,Aggravated Assault/Dv,325,Mt. Moriah,01/03/2018   6:00PM,1
35.055219306809,-89.91697061290000,sa,3767093,1712012541ME,34XX Woodhollow Dr,Simple Assault,321,Mt. Moriah,12/27/2017  12:08PM,
35.055376280000,-89.90786341000000,ot,3759533,1712005683ME,34XX S Perkins Rd,Driving Under the Influence,325,Mt. Moriah,12/12/2017  11:08AM,1
35.055466480000,-89.90311817000000,sa,3778986,1801008819ME,34XX Boxdale Ave,Simple Assault/Dv,325,Mt. Moriah,01/21/2018   9:19AM,
35.055466480000,-89.89999441000000,ro,3803576,1803001411ME,34XX Starsdale St,Robbery/Individual,325,Mt. Moriah,03/03/2018   8:57PM,
35.055556690000,-89.91260922000000,ot,3778377,1801008296ME,34XX Austinwood Rd,Carjacking,325,Mt. Moriah,01/19/2018   8:13PM,
35.055556690000,-89.89613382000000,sa,3782479,1801011970ME,50XX Rossi Rd,Simple Assault/Dv,325,Mt. Moriah,01/26/2018   6:55PM,1
35.055737100000,-89.90617376000000,aa,3791984,1802005663ME,34XX Jenkins St,Aggravated Assault/Dv + Vandalism/Misdemeanor,325,Mt. Moriah,02/11/2018   8:52PM,
35.055827300000,-89.91348756000000,aa,3773644,1801003919ME,34XX Barbwood Rd,Aggravated Assault/Dv,325,Mt. Moriah,01/09/2018  11:07AM,
35.055831000000,-89.91641800000000,ro,3799783,1802012582ME,33XX Woodhollow Ave,Robbery/Individual,325,Mt. Moriah,02/25/2018   2:51PM,
35.055853000000,-89.91900399999997,ro,3804690,1803002305ME,34XX Wingate Cv,Robbery/Individual,321,Mt. Moriah,03/06/2018  12:42AM,
35.055880800000,-89.89453340000000,th,3796750,1802009910ME,34XX Mekenzie St,Mvt/Passenger Vehicle,325,Mt. Moriah,02/20/2018   7:47AM,1
35.055917510000,-89.90355820000000,sa,3758010,1712004449ME,34XX Sophia St,Simple Assault/Dv,325,Mt. Moriah,12/09/2017   4:58PM,
35.055970854326,-89.91844499950000,aa,3778420,1801008295ME,33XX Wingate Cv,Aggravated Assault,321,Mt. Moriah,01/19/2018   8:11PM,
35.055977475518,-89.91348326460000,ot,3804365,1803001735ME,33XX Barbwood Dr,Obscene/Harassing Phone Calls/Dv,325,Mt. Moriah,03/04/2018   7:55PM,
35.056022371956,-89.92005248990000,sa,3776319,1801006386ME,33XX Sunnyfield Cv,Simple Assault/Dv,321,Mt. Moriah,01/15/2018   3:38PM,
35.056097920000,-89.91031739000000,sa,3762704,1712008435ME,33XX Knight Rd,Simple Assault/Dv,325,Mt. Moriah,12/17/2017  11:56PM,1
35.056188120000,-89.91086456000000,sa,3767808,1712013194ME,33XX Knight Rd,Simple Assault/Dv,325,Mt. Moriah,12/28/2017   9:32PM,
35.056188120000,-89.90714091000000,sa,3778290,1801008254ME,33XX Perkins Rd,Simple Assault,325,Mt. Moriah,01/19/2018   6:56PM,
35.056485000000,-89.92091599999998,ot,3797204,1802010245ME,42XX Chuck Ave,Other Theft/Scrap Metal,321,Mt. Moriah,02/20/2018   6:19PM,
35.056639150000,-89.89659505000000,bu,3763377,1712009219ME,50XX Chuck Rd,Burglary/Residential,325,Mt. Moriah,12/19/2017   7:54AM,
35.056889682124,-89.91536954220000,ot,3758356,1712004686ME,44XX Chuck Ave,Other Theft/Non-Specific,325,Mt. Moriah,12/10/2017  11:47AM,
35.056897000000,-89.90751300000000,sa,3776820,1801006866ME,46XX Chuck Ave,Simple Assault/Dv,325,Mt. Moriah,01/16/2018   8:49PM,
35.056909770000,-89.90663269000000,bu,3757291,1712003811ME,47XX Chuck Rd,Burglary/Residential,325,Mt. Moriah,12/08/2017  10:41AM,
35.056954922396,-89.92187346390000,ot,3794478,1802007906ME,42XX Chuck Ave,Other Theft/Scrap Metal,321,Mt. Moriah,02/15/2018   6:02PM,
35.057089900000,-89.91967650000000,sa,3795563,1802008891ME,33XX Sunnyfield Cv,Simple Assault/Dv,321,Mt. Moriah,02/17/2018   8:16PM,
35.057140200000,-89.92055579999999,sa,3759092,1712005324ME,42XX Chuck Ave,Simple Assault,321,Mt. Moriah,12/11/2017   6:43PM,
35.057180390000,-89.89195524000000,sa,3760821,1712006959ME,51XX Scottsdale St,Simple Assault,325,Mt. Moriah,12/14/2017   4:01PM,
35.057247400000,-89.92806669999999,sa,3787677,1802001866ME,40XX Willow Wyck Dr,Simple Assault/Dv,321,Mt. Moriah,02/04/2018  11:30PM,
35.057360800000,-89.92946048000000,th,3797707,1802010709ME,33XX Walloon Dr,Mvt/Passenger Vehicle,321,Mt. Moriah,02/21/2018   3:21PM,
35.057360800000,-89.92845207000000,ot,3777529,1801007423ME,40XX Willow Wyck S Rd,Intimidation,321,Mt. Moriah,01/18/2018   2:06AM,
35.057360800000,-89.89791915000000,sa,3798992,1802011940ME,33XX Clearbrook St,Simple Assault,325,Mt. Moriah,02/23/2018   6:37PM,
35.057451000000,-89.92330634000000,aa,3798016,1802011062ME,33XX Creighton Rd,Aggravated Assault,321,Mt. Moriah,02/22/2018   9:49AM,
35.057506100000,-89.92900540000000,bu,3762000,1712007881ME,33XX Patosky Dr,Burglary/Residential,321,Mt. Moriah,12/16/2017   3:35PM,
35.057512834638,-89.93026848550000,ot,3763017,1712008964ME,33XX Sarabee Ln,Identity Theft + Impersonation,321,Mt. Moriah,12/18/2017   7:28PM,
35.057541210000,-89.92956476000000,ot,3790338,1802004144ME,33XX Ansnow Ln,False Pretenses/Swindle/Confidence Game,321,Mt. Moriah,02/08/2018   6:13PM,
35.057607000000,-89.92375600000003,aa,3786823,1802001130ME,33XX Creighton Ave,Aggravated Assault,321,Mt. Moriah,02/03/2018  12:37AM,
35.057688565168,-89.93025052650000,sa,3795179,1802008552ME,33XX Sarabee Ln,Simple Assault/Dv,321,Mt. Moriah,02/16/2018   9:19PM,1
35.057712000000,-89.90302400000002,aa,3792714,1802006333ME,33XX Boxdale St,Aggravated Assault/Dv + Simple Assault/Dv,325,Mt. Moriah,02/13/2018   8:04AM,
35.057778000000,-89.90961600000003,ot,3792882,1802006008ME,46XX Blanding Dr,Other Theft/Non-Specific,325,Mt. Moriah,02/12/2018   2:47PM,
35.057831300000,-89.90633180000000,ot,3758984,1712005327ME,33XX S Perkins Rd,Doa/Natural,325,Mt. Moriah,12/11/2017   6:46PM,
35.057852389172,-89.91198617950000,sa,3765122,1712010800ME,45XX Villawood Dr,Simple Assault,325,Mt. Moriah,12/22/2017  11:07AM,
35.057868200000,-89.92922760000000,sa,3764541,1712010320ME,33XX Wallon Rd,Simple Assault/Dv,321,Mt. Moriah,12/21/2017  10:44AM,
35.057884220000,-89.88851241000000,aa,3792611,1802006235ME,33XX Cristil St,Aggravated Assault,325,Mt. Moriah,02/13/2018  12:29AM,
35.057902040000,-89.93046774000000,ot,3801828,1802013796ME,33XX Willow Wyck W Rd,Intimidation,321,Mt. Moriah,02/27/2018   6:06PM,
35.057902040000,-89.93046774000000,th,3787221,1802001539ME,33XX Willow Wyck W Rd,Mvt/Passenger Vehicle,321,Mt. Moriah,02/04/2018  12:02AM,
35.057902040000,-89.88876214000000,aa,3775463,1801005631ME,33XX Cristil St,Aggravated Assault,325,Mt. Moriah,01/13/2018   2:49AM,
35.057994400000,-89.88913600000000,sa,3788295,1802002370ME,52XX Scottsdale Ave,Simple Assault/Dv + Theft From Motor Vehicle,325,Mt. Moriah,02/05/2018   9:23PM,1
35.058040046945,-89.93021473350000,sa,3765326,1712011011ME,33XX Sarabee Ln,Simple Assault,321,Mt. Moriah,12/22/2017   9:07PM,
35.058046600000,-89.89150799999999,ro,3780872,1801010436ME,51XX Scottsdale,Robbery/Individual,325,Mt. Moriah,01/24/2018   7:42AM,1
35.058168000000,-89.90135800000002,sa,3790325,1802004113ME,48XX Luzon Cv,Simple Assault/Dv,325,Mt. Moriah,02/08/2018   5:33PM,
35.058172660000,-89.92950402000000,bu,3779777,1801009547ME,33XX Ansnow Ln,Burglary/Residential,321,Mt. Moriah,01/22/2018   6:11PM,
35.058240350420,-89.92772834510000,sa,3791285,1802005100ME,40XX Eagle River Rd,Simple Assault/Dv,321,Mt. Moriah,02/10/2018  11:28AM,1
35.058259300000,-89.89145680000001,sa,3805665,1803000297SH,51XX Scottsdale Ave,Simple Assault,325,Mt. Moriah,03/07/2018  12:46PM,
35.058259300000,-89.89145680000001,sa,3805506,1803000277SH,51XX Scottsdale Ave,Simple Assault,325,Mt. Moriah,03/07/2018   8:36AM,
35.058259300000,-89.89145680000001,sa,3802871,1803000079SH,51XX Scottsdale Ave,Simple Assault,325,Mt. Moriah,03/02/2018  10:47AM,
35.058259300000,-89.89145680000001,ot,3801093,1802013189ME,51XX Scottsdale Ave,Missing Person,325,Mt. Moriah,02/26/2018   7:14PM,
35.058259300000,-89.89145680000001,sa,3796145,1802000672SH,51XX Scottsdale Ave,Simple Assault,325,Mt. Moriah,02/16/2018   1:06PM,1
35.058259300000,-89.89145680000001,sa,3792308,1802000325SH,51XX Scottsdale Ave,Simple Assault,325,Mt. Moriah,02/08/2018   1:32PM,
35.058259300000,-89.89145680000001,dr,3788715,1802000205SH,51XX Scottsdale Ave,Drugs/Narcotics Violation/Misdemeanor,325,Mt. Moriah,02/06/2018   8:51AM,1
35.058259300000,-89.89145680000001,sa,3786501,1802000008SH,51XX Scottsdale Ave,Simple Assault,325,Mt. Moriah,02/01/2018   1:32PM,
35.058259300000,-89.89145680000001,ot,3785104,1801001137SH,51XX Scottsdale Ave,Intimidation,325,Mt. Moriah,01/31/2018  10:39AM,
35.058259300000,-89.89145680000001,ro,3782452,1801011847ME,51XX Scottsdale Ave,Robbery/Individual,325,Mt. Moriah,01/26/2018   3:19PM,1
